ID,HOSPITALID,HOSPITALNAME,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,PHONE
1400,1400,Hoag Urgent Care Aliso Viejo,"26671 Aliso Creek Road, Suite 101",,Aliso Viejo,CA,92656,949-791-3107
1401,1401,Hoag Urgent Care Huntington Beach ,"19582 Beach Boulevard, Suite 180",,Huntington Beach ,CA,92648,714-477-8050
1402,1402,Hoag Urgent Care Irvine Woodbridge,"4900 Barranca Parkway, Suite 103",,Irvine,CA,92604,949-791-3106
1403,1403,Hoag Urgent Care Irvine Los Olivos ,8607 Irvine Center Drive,,Irvine,CA,92618,949-557-0600
1404,1404,Hoag Urgent Care Irvine Sand Canyon ,"16205 Sand Canyon Avenue, Suite 100",,Irvine,CA,92618,949-557-0000
1405,1405,Hoag Urgent Care &amp; Family Medicine - Irvine Woodbury,6340 Irine Blvd,,Irvine,CA,92620,949-559-6500
1406,1406,Hoag Urgent Care Newport Beach,"500 Superior Avenue, Suite 160",,Newport Beach ,CA,92663,949-791-3006
1407,1407,DEACTIVATED Wonderful Mobile,13646 Hwy. 33,,Lost Hills,CA,93249,Visits cannot be scheduled online right now.
1408,1408,Careworks Test Demo,604 Continental Blvd.,Suite 100,Danville,PA,17821,570-284-4575
1409,1409,DEACTIVATED L&amp;D Demo ,554 North Ave NW,,Atlanta,GA,30318,Visits cannot be scheduled online right now.
1410,1410,Duke Street Urgent Care,540 N. Duke Street,,Lancaster,PA,17602,717-544-6111
1411,1411,DEACTIVATED MPG IMAGING COCHRAN,19531 Cochran Blvd ,,Port Charlotte,FL,33948,Visits cannot be scheduled online right now.
1412,1412,DEACTIVATED [DISABLED] MPG IMAGING WOMENS CTR,"3161 Harbor Blvd, Suite D ",,Port Charlotte,FL,33952,Visits cannot be scheduled online right now.
1413,1413,DEACTIVATED MPG IMAGING OLYMPIA,"315 E Olympia Ave, Suite 213 ",,Punta Gorda,FL,33950,Visits cannot be scheduled online right now.
1414,1414,DEACTIVATED MPG IMAGING TAMIAMI,3430 Tamiami Trail Suite B ,,,,,Visits cannot be scheduled online right now.
1415,1415,DEACTIVATED MPG IMAGING NAPLES SW HEALTH PKWY,"1735 SW Health Pkwy, Suite 101",,Naples,FL,34109,Visits cannot be scheduled online right now.
1416,1416,DEACTIVATED MPG IMAGING NMC,400 8th St N  ,, Naples  ,FL,34102,Visits cannot be scheduled online right now.
1417,1417,DEACTIVATED Valencia,1085 Valencia St,,San Francisco,CA,94110,Visits cannot be scheduled online right now.
1418,1418,DEACTIVATED Oakland,3900 Piedmont Ave,,Oakland,CA,94611,Visits cannot be scheduled online right now.
1419,1419,DEACTIVATED HTPN Direct Care,"8215 Westchester, Suite 112",,Dallas,TX,75225,469-800-8000Visits cannot be scheduled online right now.
1420,1420,Redmond Urgent Care,8980 161st Avenue NE,,Redmond    ,WA,98052,(425) 883-3333
1421,1421,Woodinville Urgent Care,16916 140th Avenue NE,,Woodinville   ,WA,98072,(425) 488-2273&nbsp;
1422,1422,DEACTIVATED Mohegan Lake,"Courtlandt Town Center, 3085 East Main Street, Suite 12A",,Mohegan Lake,NY,10547,Visits cannot be scheduled online right now. 
1423,1423,Hackensack Meridian Health Urgent Care - Toms River,9 Mule Road,,Toms River,NJ,08755,732-818-0004
1424,1424,Hackensack Meridian Health Urgent Care - Jackson,27 S Cooksbridge Road,Suite 1-5,Jackson,NJ,08527,732-370-4222
1425,1425,DEACTIVATED Medford,"4110 Mystic Valley Parkway, Suite #2",,,,,Visits cannot be scheduled online right now.
1426,1426,West Moore,11808 S. May Ave,,Oklahoma City,OK,73170,(405) 735-2370
1427,1427,Edmond ,805 W. Covell Rd Ste 200,,Edmond,OK,73003,(405) 216-5373
1428,1428,Norman-HealthPlex,3400 West Tecumseh Rd Ste 100,,Norman,OK,73072,(405) 307-6900
1429,1429,Norman-24th,800 24th Ave NW,,Norman,OK,73069,(405) 321-7100
1430,1430,DEACTIVATED Hoag Lab &amp; Imaging Staff,1 Hoag Dr.,,Newport Beach,CA,92663,Visits cannot be scheduled online right now.
1431,1431,I-240 &amp; Sooner Rd.,5700 SE 74th Ste 100,,Oklahoma City,OK,73135,(405) 455-5204
1432,1432,Sinai Ambulance Queue,2401 W Belvedere Ave,,Baltimore,MD,21215,Visits cannot be scheduled online right now.
1433,1433,,,,,,,
1434,1434,,,,,,,
1435,1435,Hackensack Meridian Health Urgent Care - LBI,901 Long Beach Blvd,,Ship Bottom,NJ,08008,609-361-2677
1436,1436,DEACTIVATED MountainView Urgent Care - Valley,1455 S. Valley,,Las Cruces,NM,88005,Visits cannot be scheduled online right now.
1437,1437,UNC Urgent Care at Carolina Pointe II,6013 Farrington Road,Suite 101,Chapel Hill,NC,27517,984-974-7010
1438,1438,Mat-Su Regional Urgent Care,"950 E Bogard Road, Suite 103",,Wasilla,AK,99654,907-352-2880
1439,1439,Test Facility,123 Fake fake fake,,Winston Salem,NC,27105,222-222-2222
1440,1440,Same Day Walk-in care,5625 Hudson Drive,,Akron,OH,44236,330-555-5555
1441,1441,Universal Health Services ED,367 S Gulph Road,Emergency Room,King of Prussia,PA,19406,(888) 888-8888
1442,1442,CHW Lab - Mequon Clinic,1655 W. Mequon Road,,Mequon,WI,53092,262-555-5555
1443,1443,Woodland Medical Group,"45 Ivan Allen Jr Blvd NW,",Primary Care,Atlanta,GA,30308,906-228-9440
1444,1444,ExperCare Urgent Care - Savannah,"318 Mall Blvd, Suite B-7",,Richmond Hill,GA,31324,(912) 358-1515
1445,1445,DEACTIVATED Bath ,6651 Silver Crest,,Bath ,PA,18014,Visits cannot be scheduled online right now.
1446,1446,Bayfront Health Convenient Care - Largo,13163 66th St. N.,,Largo,FL,33773,Visits cannot be scheduled online right now.
1447,1447,BayCare Labs - St. Anthony’s MAB,"560 Jackson St N, Suite 301",,St. Petersburg,FL,33705,800-324-7853
1448,1448,PM Pediatrics,2372 Lifestyle Way,Suite F,Chattanooga,TN,37421,(423) 648-6483
1449,1449,Berlin,9714 Healthway Drive,,Berlin,MD,21811,410-641-3340
1450,1450,DEACTIVATED St. Anthony’s Hospital - Pre Surgical Testing,503 N. Maple Street,Suite E,Effingham,IL,62401,Visits cannot be scheduled online right now.
1451,1451,IHA Urgent Care - ZipDemo,10020 Professional Center Drive,Suite 120,Hamburg,MI,48139,810-231-6080
1452,1452,DEACTIVATED MedPlus Urgent Clinic,874 Barnes Crossing,,Tupelo,MS,38804,Visits cannot be scheduled online right now.
1453,1453,DEACTIVATED Brooklyn Urgent Care Transportation Queue (SUSPENDED), 1977 Flatbush Avenue,,Brooklyn ,NY,11234,Visits cannot be scheduled online right now.
1454,1454,HSHS St. Anthony's Memorial Hospital Pre-Surgical Testing Department,503 N. Maple Street,,Effingham,IL,62401,Visits cannot be scheduled online right now.
1455,1455,BayCare Labs - New Port Richey,6633 Forest Ave,Suite 1A,New Port Richey,FL,34653,800-324-7853
1456,1456,BayCare Labs - Winter Haven Main,200 Ave F N.E.,,Winter Haven,FL,33881,800-324-7853
1457,1457,BayCare Labs - Winter Haven South,1130 1st St S.,,Winter Haven,FL,33880,800-324-7853
1458,1458,BayCare Lab - Home Draw,727-733-5129,,,,,
1459,1459,DEACTIVATED ExpressCare of Shrewsbury,89 E. Forrest Street,,Shrewsbury,PA,17356,Visits cannot be scheduled online right now.
1460,1460,DEACTIVATED Dayton Children's ED,3333 West Tech Road,,Miamisburg,OH,45342,Visits cannot be scheduled online right now.
1461,1461,UW Neighborhood Ravenna Clinic,4915 25th Ave. NE,Suite 300-W,Seattle,WA,98105,206.525.7777
1462,1462,UW Neighborhood South Lake Union Clinic ,750 Republic Street,"Building F, Floor 2",Seattle,WA,98109,No visit times are available to hold right now.
1463,1463,UW Neighborhood Issaquah Clinic,1740 NW Maple St.,Suite 100,Issaquah,WA,98027,There are no visit times available to hold right now. 
1464,1464,UW Neighborhood Federal Way Clinic,32018 23rd Ave. S,,Federal Way,WA,98003,There are no visit times available to hold right now. 
1465,1465,UW Neighborhood Shoreline Clinic,1355 N 205th St.,,Shoreline,WA,98133,206.542.5656
1466,1466,UW Neighborhood Ballard Clinic,1455 NW Leary Way,Suite 145,Seattle,WA,98107,206.789.7777
1467,1467,Brodheadsville,111 Route 715 ,,Brodheadsville,PA,18322,272-212-0420
1468,1468,St. Luke’s Physician Group,801 Ostrum St. ,,Bethlehem ,PA,18015,Visits cannot be scheduled online right now.
1469,1469,Texas Foot Surgeons ,"690 S. Loop 336 West, Suite 150",,Conroe,TX,77304,936-760-1200
1470,1470,DEACTIVATED Texas Foot Surgeons The Woodlands,9305 Pinecroft Dr.,,The Woodlands,TX,77380,Visits cannot be scheduled online right now.
1471,1471,"CRH Healthcare, LLC Demo Environment","2675 Paces Ferry Road SE, Suite 200",,Atlanta,GA,30339,678-504-6395
1472,1472,DEACTIVATED Carbon County Animal Rescue&amp; Rehabilitation &amp; Surgical Center's Inc. (DEACTIVATED),233 Oak Street,,Jim Thorpe,PA,18229,Visits cannot be scheduled online right now.
1473,1473,Bay City MedExpress ,2919 Wilder Road,,Bay City,MI,48706,989-671-5700
1474,1474,Frankenmuth MedExpress  ,600 North Main Street,,Frankenmuth,MI,48734,989-652-1320
1475,1475,Hemlock MedExpress,16440 Gratiot Road,,Hemlock,MI,48626,989-583-0670
1476,1476,State Street MedExpress ,5570 State Street,,Saginaw,MI,48603,989-583-0100
1477,1477,Saginaw Valley MedExpress,2970 Pierce Road,,Saginaw,MI,48604,989-583-0285
1478,1478,Haines City,36245 Highway 27,,Haines City,FL,33844,863-866-9933
1479,1479,DEACTIVATED Rapid Urgent Care Baton Rouge- Essen,5207 Essen Lane Suite #2,,Baton Rouge,LA,70809,
1480,1480,,,,,,,
1481,1481,Crittenton Registration,1101 W University Dr,,Rochester Hill,MI,48307,Visits cannot be scheduled online right now.
1482,1482,Sarah's Urgent Care,554 North Ave NW,,Atlanta ,GA,30318,888-888-8888
1483,1483,Ray's Demo Environment ,554 North Ave NW,,,,,1- 800-729-1363
1484,1484,BayCare Labs - Turley,807 N. Myrtle Ave,,Clearwater,FL,33755,800-324-7853
1485,1485,DEACTIVATED MPG PC LAURA PT,"4265 Laura Street, Punta Gorda",,Punta Gorda,FL,33980,Visits cannot be scheduled online right now.
1486,1486,DISABLED MPG Naples Tamiaimi,8803 Tamiami Trail,,Naples,FL,34113,Visits cannot be scheduled online right now.
1487,1487,DISABLED MPG Naples SW Health Pkwy,1735 Southwest Health Parkway,,Naples,FL,34109,Visits cannot be scheduled online right now.
1488,1488,DEACTIVATED MPG IMAGING NORTHPORT,13815 Tamiami Trail,,Northport,FL,34287,Visits cannot be scheduled online right now.
1489,1489,DEACTIVATED MPG IMAGING WOMANS COCHRAN,19531 Cochran Blvd,,Port Charlotte,FL,33948,Visits cannot be scheduled online right now.
1490,1490,St.&nbsp;Pete&nbsp;Beach,6455 Gulf Blvd.,,St. Pete Beach,FL,33706,727-220-1133
1491,1491,Durant,1805 University Blvd. ,,Durant,OK,74701,580-745-9227
1492,1492,DARTMOUTH,435 State Road ,,Dartmouth,MA,02747,508-990-2900
1493,1493,SEEKONK,39 Commerce Way,,Seekonk,MA,02771,508-336-6181
1494,1494,Same Day Dental,"8060 N. Shadeland Avenue, Suite B",,Indianapolis,IN,46250,317-328-4524
1495,1495,CCHC Urgent Care,1040 Medical Park Avenue,,New Bern,NC,28562,252-638-2273
1496,1496,DEACTIVATED MountainView Urgent Care - Northrise,3485 Northrise,,Las Cruces,NM,88011,Visits cannot be scheduled online right now.
1497,1497,DEACTIVATED MountainView Urgent Care - Walton,540 Walton Blvd.,,Las Cruces,NM,88001,Visits cannot be scheduled online right now.
1498,1498,Milford Regional Urgent Care - Hopkinton,1 Lumber Street,,Hopkinton,MA,01748,Visits cannot be scheduled online right now.
1499,1499,Milford Regional Urgent Care Northbridge,100 Commerce Drive,,Northbridge,MA,01534,Visits cannot be scheduled online right now.
1500,1500,DEACTIVATED Urgent Care Friendswood - Virtual Care,1505 E. Winding Way Drive,Suite 112,Friendswood,TX,77546,Visits cannot be scheduled online right now.
1501,1501,DIS - Metairie,4241 Veterans Memorial Blvd #100,,Metairie,LA,70006,(504) 883-5999
1502,1502,Eastside Urgent Care - Lawrenceville,3330 Surgarloaf Parkway,,Lawrenceville,GA,30044,678-710-2727
1503,1503,Eastside Urgent Care - Snellville,3641 Centervile Hwy ,,Snellville ,GA,30039,770-752-4141
1504,1504,Eastside Urgent Care - Lilburn,976 Killian Hill Rd ,,Lilburn ,GA,30047,(770) 752-4142
1505,1505,AFC Urgent Care Bedford,154 Great Road,,Bedford,MA,01730,781-430-8161
1506,1506,Doctors Care - Indian Land,8384 Charlotte Hwy.,,Indian Land,SC,29707,803-547-2426
1507,1507,BayCare at Suncoast - Labs and Imaging,620 10th St. N.,,St. Petersburg,FL,33705,800-324-7853
1508,1508,ExpressCare of Mount Airy,504 East Ridgeville Blvd Suite 102,,Mount Airy,MD,21771,301-703-5452
1509,1509,DEACTIVATED Malpais,399 S Malpais Ln #100,,Flagstaff ,AZ,86001,Visits cannot be scheduled online right now.
1510,1510,DO NOT USE,DO NOT USE,,,,,NA
1511,1511,DEACTIVATED Vital Health Clinic,2902 W Clarendon Avenue,,Phoenix,AZ,85017,Visits cannot be scheduled online right now.
1512,1512,DEACTIVATED Core Institute - North Phoenix,18444 N 25th Ave.,Suite 320,Phoenix,AZ,85023,Visits cannot be scheduled online right now.
1513,1513,Williamsburg,145 Kent Avenue,,Brooklyn,NY,11249,(347) 801-2136
1514,1514,Salmon Creek,13009 NE Highway 99,Suite 100,Vancouver,WA,98686,(360) 667-5840
1515,1515,Acworth,3540 North Cobb Pkwy NW,,Acworth,GA,30101,770-974-3911
1516,1516,Buford,3425 Buford Dr.,,Buford,GA,30519,678-546-0200
1517,1517,Kennesaw,2481 George Busbee Pkwy,,Kennesaw,GA,30144,770-423-0000
1518,1518,Decatur,1834 Clairmont Rd.,,Decatur,GA,30033,404-634-4443
1519,1519,Douglasville,9390 The Landing Dr.,,Douglasville,GA,30135,770-947-1112
1520,1520,Duluth,3551 Satellite Blvd.,,Duluth,GA,30096,770-476-3000
1521,1521,Hiram,3827 Jimmy Lee Smith Pkwy,,Hiram,GA,30141,770-222-8900
1522,1522,Johns Creek,2575 Peachtree Pkwy,,Cumming,GA,30041,770-888-8777
1523,1523,Alpharetta,10905 Haynes Bridge Rd.,,Alpharetta,GA,30022,770-343-9898
1524,1524,Norcross,3720 Holcomb Bridge Rd.,,Norcross,GA,30092,770-263-1000
1525,1525,Fayetteville,1275 Highway 54 West,Suite 201,Fayetteville,GA,30214,770-461-3776
1526,1526,LaGrange,1495 Lafayette Parkway,,LaGrange,GA,30241,706-884-7822
1527,1527,Mableton,1025 Veterans Memorial Hwy SE,#720,Mableton,GA,30126,770-732-0720
1528,1528,Newnan,371 Newnan Crossing Bypass,Suite 103,Newnan,GA,30265,770-400-8410
1529,1529,Villa Rica,209 Cooley Drive,Suite 101,Villa Rica,GA,30180,770-456-0911
1530,1530,Canton,720 Transit Avenue,Suite 101,Canton,GA,30114,770-720-7000
1531,1531,Oakwood,3885 Mundy Mill Road,Suite 114,Oakwood,GA,30566,678-971-1892
1532,1532,Snellville,3991 Highway 78,,Snellville,GA,30039,678-786-8677
1533,1533,Sparrow Eaton Hospital Urgent Care,616 Meijer Dr,,Charlotte,MI,48813,517-541-5935
1534,1534,Wind Gap Medical Center,487 E Moorestown Rd,,Wind Gap,PA,18091,484-526-7874
1535,1535,DEACTIVATED Texas Foot Surgeons Conroe North,"4015 IH-45 North at League Line Road, Suite 210",,Conroe,TX,77304,Visits cannot be scheduled online right now.
1536,1536,AFC Urgent Care - Denver Highlands,3800 Irving Street,,Denver,CO,80211,303-477-6000
1537,1537,DEACTIVATED ETMC - Urgent Care in Tyler,6210 S. Broadway Ave.,,Lindale,TX,75771,Visits cannot be scheduled online right now.
1538,1538,DEACTIVATED ETMC - Urgent Care in Chapel Hill,12295 Hwy. 64 East,,Lindale,TX,75771,Visits cannot be scheduled online right now.
1539,1539,DEACTIVATED ETMC Urgent Care in Bullard,435 N. Doctor M. Roper Parkway,,Lindale,TX,75771,Visits cannot be scheduled online right now.
1540,1540,BayCare Labs - Bartow MOB,2000 Osprey Blvd. ,Suite 204,Bartow,FL,33830,800-324-7853
1541,1541,DEACTIVATED Urgent Care Cypress,7375 Cypress Gardens Boulevard,,Winter Haven,FL,33884,Visits cannot be scheduled online right now.
1542,1542,DEACTIVATED Urgent Care Poinciana,3759 Pleasant Hill Rd.,,Kissimmee,FL,34746,Visits cannot be scheduled online right now.
1543,1543,DEACTIVATED UH Brook Park Urgent Care,15900 Snow Road,Suite 200,Brook Park ,OH,44142,We apologize for the inconvenience.  Our new scheduling program starts 10/22. Find us on our website or Solv.com
1544,1544,BetterMed Urgent Care - Spotsylvania,10004 Southpoint Parkway,, Fredericksburg,VA,22407,540-252-3535
1545,1545,DEACTIVATED Inova Urgent Care - Falls Church,500 North Washington St.,Suite 500,Falls Church,VA,22046,Visits cannot be scheduled online right now.
1546,1546,DEACTIVATED MountainView Prime,2020 S. Solano,,Las Cruces,NM,88001,Visits cannot be scheduled online right now.
1547,1547,DEACTIVATED MountainView Urgent Care - Alamogordo,918 North White Sands Blvd,(Directly across the street from Walgreens),Alamogordo,NM,88310,Visits cannot be scheduled online right now.
1548,1548,Bozeman Zip Clinic,862 Harmon Stream Blvd. Ste. 101,,Bozeman,MT,59718,406-577-2800
1549,1549,BHS Urgent Care/Occupational Health,505 East Street,,Pittsfield,MA,01201,UCC-413-997-0930 OCC-413447-2684
1550,1550,Bayfront Health Convenient Care - Pasadena,1550 S. Pasadena Ave.,,South Pasadena,FL,33707,(727) 381-3627
1551,1551,DEACTIVATED Bayfront Health Convenient Care - Tyrone,3251 66th Street N.,,St. Petersburg,FL,33710,Visits cannot be scheduled online right now.
1552,1552,Bayfront Health Convenient Care - Northeast,7000 4th St N,,St. Petersburg,FL,33702,(727) 526-3627
1553,1553,DEACTIVATED Bayfront Health Convenient Care - Seminole,7601 Seminole Blvd,,Seminole,FL,33772,Visits cannot be scheduled online right now.
1554,1554,Aurora Urgent Care St. Francis,2000 E Layton Ave,,St. Francis,WI,53235,414-744-7880
1555,1555,ACL – Franklin – Rawson Ave,3111 W Rawson Ave,,Franklin,WI,53132,Visits cannot be scheduled online right now.
1556,1556,ACL - Aurora Sinai Medical Center,945 N 12th St 1st Floor,,Milwaukee,WI,53233,414-219-5365
1557,1557,WI&nbsp;Lakeshore Medical Clinic (Loomis),4448 W Loomis Rd Lower Level,,Greenfield,WI,53220,414.281.3474
1558,1558,ACL - Franklin - Loomis Rd,"9200 W Loomis Rd, Suite 214",,Franklin,WI,53132,414-529-9226
1559,1559,ACL - Aurora Health Center - Layton Ave,2000 E Layton Ave,,St. Francis,WI,53235,414.482.0564
1560,1560,Laredo CareClinic - South,"4415 US Hwy. 83, Ste. 100",,Laredo,TX,78046,956-724-5525
1561,1561,MedStar PromptCare - Bel Air,12 MedStar Blvd,,Bel Air,MD,21015,410-877-8087
1562,1562,MedStar PromptCare - Belcamp,1321 Riverside Pkwy.,,Belcamp,MD,21017,410-297-2380
1563,1563,MedStar PromptCare - Charlotte Hall,37767 Market Dr.,,Charlotte Hall,MD,20622,301-290-1499
1564,1564,MedStar PromptCare - Federal Hill,1420 Key Hwy. ,,Baltimore,MD,21230,410-230-7820
1565,1565,MedStar PromptCare - Gaithersburg,12111 Darnestown Rd.,,Gaithersburg,MD,20878,301-926-3020
1566,1566,MedStar PromptCare - Pikesville (DEACTIVATED),1419 Reisterstown Rd.,,Pikesville,MD,21208,Visits cannot be scheduled online right now.
1567,1567,MedStar PromptCare - Waldorf,3064 Waldorf Market Pl.,,Waldorf,MD,20603,301-932-5960
1568,1568,DEACTIVATED PM Pediatrics Greenbelt,7401 Greenbelt Rd,,Greenbelt,MD,20770,
1569,1569,DEACTIVATED PM Pediatrics Rockville,12254 Rockville Pike,,Rockville,MD,20852,
1570,1570,Laredo CareClinic - North,10201 McPherson Rd. Ste 300,,Laredo,TX,78045,956-795-1160
1571,1571,Prevea Ashwaubenon Health Center,2502 S Ashland Ave,,Green Bay,WI,54304,920-496-4700
1572,1572,Prevea Howard Health Center,2793 Lineville Rd,,Green Bay,WI,54313,920-496-4700
1573,1573,Prevea East Mason Health Center,3021 Voyager Dr,,Green Bay,WI,54311,920-496-4700
1574,1574,Prevea East DePere Health Center,3860 Monroe Rd,,DePere,WI,54115,920-496-4700
1575,1575,Prevea Washington Street Health Center,102 N Washington St,,Green Bay,WI,54301,920-496-4700
1576,1576,Prevea Pulaski Health Center,940 S Augustine St,,Pulaski,WI,54162,920-822-5444
1577,1577,Prevea Oconto Falls Health Center,835 S Main St,,Oconto Falls,WI,54154,920-846-8187
1578,1578,Prevea Plymouth Health Center,825 Walton Dr,,Plymouth,WI,53073,920-892-4322
1579,1579,Prevea Sheboygan Health Center,1411 N Taylor Dr,,Sheboygan,WI,53081,920-457-4858
1580,1580,Prevea Kohler Health Center,950 Woodlake Rd,,Kohler,WI,53044,920-783-3150
1581,1581,Prevea Kewaunee Health Center,1020 Marquette Dr,,Kewaunee,WI,54216,920-388-0144
1582,1582,Rutherford - Urgent Care ,181 Daniel Road ,,Forest City,NC,28043,828-287-9504
1583,1583,Alsip,4800 W. 129th St.,,Alsip ,IL,60803,708-377-2169
1584,1584,DEACTIVATED ChoiceOne Severna Park ,500-B Ritchie Highway,,Severna Park,MD,21146,Visits cannot be scheduled online right now.
1585,1585,ChoiceOne Aberdeen ,744 South Philadelphia Blvd,,Aberdeen,MD,21001,443-345-2650
1586,1586,Wake Forest Baptist Health BestHealth (DEACTIVATED),n/a ,n/a ,,,,Visits cannot be scheduled online right now.
1587,1587,CaroMont Urgent Care - Gaston Day,1895 Hoffman Road,,Gastonia,NC,28054,704-861-8669
